address,district,floorArea,landmark,name,price
龙泉阳光城锦绣路与同安路交汇处,龙泉驿,110,阳光城,恒大御龙天峰,9600
三河镇蜀龙路南段777号,新都,unknown,毗河,佳乐国际城四期,10550
彩虹大道南段123号,都江堰,59,都江堰,东能财富广场,9500
红星路南延线与应龙路交叉口,高新,unknown,远大,北大资源颐和翡翠府,40000
都江堰市106省道和聚青路交汇处,都江堰,81,都江堰,宝信青城,8642
天府三街1599号（天府三街与南华路交汇处）,高新,unknown,大源,大源欢乐颂,50000
麓山大道二段（新元素奥迪旗舰店旁）,天府新区,unknown,麓山,中德麓府,30000
天府一街1333号（高新七中旁）,高新,unknown,大源,凯德世纪名邸,40000
武科东二路460号,武侯,unknown,草金立交,世豪嘉柏,40000
西安路四段89号,双流,unknown,东升镇,北大资源公园1898,36000
华府大道一段(欧尚超市对面）,天府新区,unknown,华阳,海伦印象,44000
星空路四段88号,双流,unknown,蛟龙港,华润公园九里,23000
簇锦街办铁佛村3、8组(武侯大道铁佛段与金履路交汇处),武侯,unknown,簇桥,西派城,36000
中环路锦绣大道段4599号,成华,unknown,东客站,荣盛香榭兰庭一期,30000
中环路锦绣大道段4599号,成华,unknown,东客站,荣盛香榭兰庭一期,30000
安宁河路4599号,成华,unknown,东客站,荣盛香榭兰庭二期,30000
地铁二号线洪河地铁A1出口,锦江,unknown,三圣乡,绿地中心468星朗,17500
兴城大道1955号,新都,62,新都城区,创想大厦,8700
菱西路9号,龙泉驿,86,东山,寰宇君汇城,7300
双建路建行正对面（原双建路79号）,成华,unknown,八里小区,成功悦都,41000
学苑路456号（大弯中学旁边）,青白江,unknown,青白江,广泽长河郡,11000
龙泉驿成龙大道与成简快速通道交汇处（芦溪河六国公园旁）,龙泉驿,unknown,东山,东山领地,16000
鲸龙路960号（新龙中对面）,龙泉驿,unknown,东山,绿林书院,13000
青城大桥旁,都江堰,unknown,都江堰,外滩新天地,27000
青白江同华大道以北、凤凰路以西（凤凰湖旁边）,青白江,78,青白江,尚林幸福城,7500
华府大道与万顺大道交汇处,双流,228,华府,中国铁建西派国樾,18000
国宁东路1019号,郫都,108,成外,成都后花园蝶院,12300
武汉路918号（乐盟国际学校旁）,天府新区,unknown,锦江生态带,融创玖棠府,25000
名山路南段26号,峨眉山市,203,峨眉山市,山水峨眉,14778
西航港大道中三段888号,双流,112,牧马山,葛洲坝紫郡蘭园,15500
大丰北星大道(方元路与新水碾路交汇处),新都,unknown,大丰,龙湖听蓝湾,12293
西河镇成洛大道（西南食品城旁）,龙泉驿,unknown,十陵,招商依云上城,25000
红光镇红高路88号,郫都,unknown,橡树湾,龙城国际,35000
"红光镇广场路北三段, 广场路北四段10号",郫都,unknown,红光,中铁银杏广场,30000
郫筒镇杜鹃路政府旁,郫都,25,郫县城区,重百汉正广场,30000
东府街33号,锦江,unknown,盐市口,东府九座,17000
新成彭路大天路出口左侧（博雅新城旁）,新都,unknown,大丰,优品道珑苑,35000
望丛东路139号,郫都,unknown,郫县万达,蜀都万达广场,38000
中环路锦绣大道段与金马河路交叉口东100米,成华,74,东客站,梦魔方广场,15000
赵镇中兴寺路188号,金堂,unknown,金堂,恒合时代城,5000
仁寿文林镇广电街城南街心广场旁,仁寿县,118,仁寿县,翡翠锦城,8800
金堂县兴业路558号,金堂,95,金堂,鹭洲城邦,5600
崇阳大道100号（羊马湿地公园旁）,崇州,111,崇州,恒大银海湖,8600
工业大道西段67号,新都,unknown,新都城区,和信天骄府,24600
仁寿县视高镇奋勇社区景观大道,仁寿县,unknown,仁寿县,家园佳居,17000
光华东三路588号,青羊,unknown,外光华,西城尚锦,40000
仁寿县视高镇奋勇社区景观大道,仁寿县,unknown,仁寿县,家园佳居,33000
天府五街与江安河交汇处（天府软件园E区以南）,双流,145,警院,花样年家天下,15000
金堂县上正街858号,金堂,unknown,金堂,富堂金湾,3950
天府五街与江安河交汇处（天府软件园E区以南）,双流,124,警院,花样年家天下,12000
凤凰大道西二段138号,青白江,109,青白江,嘉和世纪城,7300
三星镇学府大道279号,金堂,unknown,金堂,星岛星时区,12000
致和镇南三环路二段288号,彭州,113,彭州,昌建星悦城,7100
交子大道333号,高新,unknown,金融城,誉峰三期,19000
西河镇成洛大道（西南食品城旁）,龙泉驿,unknown,十陵,招商依云上城,30000
